alpha,lambda,intercept,x1,x2,x3,mse
0.7,0.001258925,89.58667,3.501909,-2.144626,-1.747536,361.8277
0.7,0.001,93.42714,3.618093,-2.244078,-1.808779,361.4831
0.8,100,20.195,0,0,0,367.7775
0.8,79.43282,20.195,0,0,0,367.7775
0.8,63.09573,20.195,0,0,0,367.7775
0.8,50.11872,20.195,0,0,0,367.7775
0.8,39.81072,20.195,0,0,0,367.7775
0.8,31.62278,20.195,0,0,0,367.7775
0.8,25.11886,20.195,0,0,0,367.7775
0.8,19.95262,20.195,0,0,0,367.7775
0.8,15.84893,20.195,0,0,0,367.7775
0.8,12.58925,20.195,0,0,0,367.7775
0.8,10,20.195,0,0,0,367.7775
0.8,7.943282,20.195,0,0,0,367.7775
0.8,6.309573,20.195,0,0,0,367.7775
0.8,5.011872,17.18422,0,0.05883877,0,368.0678
0.8,3.981072,10.40217,0.03298954,0.1750642,0,368.7424
0.8,3.162278,5.13282,0.08792491,0.2508743,0,369.2851
0.8,2.511886,0.7549658,0.1298623,0.3156902,0,369.7343
0.8,1.995262,-2.868256,0.1612939,0.370954,0,370.1044
0.8,1.584893,-5.864851,0.1839601,0.4183064,0,370.4087
0.8,1.258925,-8.33315,0.2000731,0.4585753,0,370.658
0.8,1,-10.36409,0.2110522,0.4928359,0,370.8618
0.8,0.7943282,-12.03153,0.218218,0.5218786,0,371.028
0.8,0.6309573,-13.39715,0.2226404,0.5463794,0,371.1634
0.8,0.5011872,-14.5125,0.2251564,0.5669321,0,371.2733
0.8,0.3981072,-15.41679,0.2266045,0.5838883,0,371.3621
0.8,0.3162278,-16.15008,0.2272456,0.5979016,0,371.4337
0.8,0.2511886,-16.74772,0.2271511,0.6096278,0,371.4918
0.8,0.1995262,-17.22676,0.2269691,0.6190796,0,371.5382
0.8,0.1584893,-17.61204,0.2266554,0.6267643,0,371.5755
0.8,0.1258925,-17.92142,0.2262843,0.6329939,0,371.6053
0.8,0.1,-18.16938,0.2259083,0.6380256,0,371.6292
0.8,0.07943282,-16.99504,0.2651349,0.6084863,-0.02373073,371.5194
0.8,0.06309573,-11.22089,0.4423205,0.4604726,-0.1209058,370.9866
0.8,0.05011872,-4.644589,0.6432642,0.291368,-0.2298157,370.3815
0.8,0.03981072,2.689314,0.8667223,0.1023901,-0.3499646,369.7084
0.8,0.03162278,6.669982,0.9892371,0,-0.4166411,369.3431
0.8,0.02511886,6.694989,0.9915618,0,-0.4196764,369.3396
0.8,0.01995262,6.714833,0.9934149,0,-0.4220926,369.3368
0.8,0.01584893,6.730607,0.9948878,0,-0.4240132,369.3346
0.8,0.01258925,6.743145,0.9960585,0,-0.4255396,369.3328
0.8,0.01,10.29823,1.10358,-0.09174808,-0.4827871,369.0076
0.8,0.007943282,24.52067,1.53376,-0.4599465,-0.7097028,367.7105
0.8,0.006309573,37.52647,1.927154,-0.7966689,-0.9171821,366.5279
0.8,0.005011872,49.16083,2.279075,-1.097898,-1.102766,365.4728
0.8,0.003981072,59.38692,2.588405,-1.362674,-1.265875,364.5477
0.8,0.003162278,68.21774,2.855533,-1.59133,-1.406722,363.7505
0.8,0.002511886,75.72282,3.082561,-1.785662,-1.526418,363.0742
0.8,0.001995262,82.03892,3.273624,-1.94921,-1.62715,362.5058
0.8,0.001584893,87.28681,3.432374,-2.0851,-1.710843,362.0342
0.8,0.001258925,91.62173,3.563508,-2.19735,-1.779975,361.6451
0.8,0.001,95.16296,3.670632,-2.289049,-1.836448,361.3275
0.9,100,20.195,0,0,0,367.7775
0.9,79.43282,20.195,0,0,0,367.7775
0.9,63.09573,20.195,0,0,0,367.7775
0.9,50.11872,20.195,0,0,0,367.7775
0.9,39.81072,20.195,0,0,0,367.7775
0.9,31.62278,20.195,0,0,0,367.7775
0.9,25.11886,20.195,0,0,0,367.7775
0.9,19.95262,20.195,0,0,0,367.7775
0.9,15.84893,20.195,0,0,0,367.7775
0.9,12.58925,20.195,0,0,0,367.7775
0.9,10,20.195,0,0,0,367.7775
0.9,7.943282,20.195,0,0,0,367.7775
0.9,6.309573,20.195,0,0,0,367.7775
0.9,5.011872,20.195,0,0,0,367.7775
0.9,3.981072,12.88477,0,0.1428617,0,368.4826
0.9,3.162278,6.199243,0.02171435,0.2627765,0,369.1416
0.9,2.511886,1.312531,0.07032543,0.3342365,0,369.644
0.9,1.995262,-2.665573,0.1072474,0.3937205,0,370.0518
0.9,1.584893,-5.891549,0.1353744,0.4428552,0,370.3816
0.9,1.258925,-8.500336,0.1567933,0.4832457,0,370.6477
0.9,1,-10.61226,0.172723,0.5166407,0,370.8624
0.9,0.7943282,-12.31606,0.1846647,0.544032,0,371.0352
0.9,0.6309573,-13.68403,0.1938197,0.5662385,0,371.1736
0.9,0.5011872,-14.78275,0.2007433,0.5842864,0,371.2846
0.9,0.3981072,-15.66386,0.2059908,0.5989107,0,371.3734
0.9,0.3162278,-16.36945,0.2099817,0.6107263,0,371.4445
0.9,0.2511886,-16.93377,0.213029,0.6202476,0,371.5012
0.9,0.1995262,-17.38459,0.2153658,0.6279023,0,371.5465
0.9,0.1584893,-17.74439,0.2171661,0.6340434,0,371.5825
0.9,0.1258925,-18.03126,0.2185603,0.6389602,0,371.6113
0.9,0.1,-18.25979,0.2196469,0.6428888,0,371.6342
0.9,0.07943282,-18.44164,0.2205011,0.6460203,0,371.6524
0.9,0.06309573,-16.11372,0.2940675,0.5863914,-0.04121302,371.437
0.9,0.05011872,-5.274746,0.6240239,0.3070484,-0.2184232,370.4403
0.9,0.03981072,5.983604,0.9662524,0.01655738,-0.4014071,369.408
0.9,0.03162278,6.655005,0.9889498,0,-0.4158356,369.345
0.9,0.02511886,6.683101,0.9913376,0,-0.4190405,369.3411
0.9,0.01995262,6.705405,0.9932381,0,-0.4215892,369.338
0.9,0.01584893,6.723128,0.9947482,0,-0.4236145,369.3356
0.9,0.01258925,6.737209,0.9959481,0,-0.4252236,369.3336
0.9,0.01,6.783147,0.9974674,-0.0008202081,-0.4267592,369.3288
0.9,0.007943282,24.03552,1.519263,-0.4474704,-0.7019697,367.7548
0.9,0.006309573,39.06083,1.97372,-0.836481,-0.9416397,366.3887
0.9,0.005011872,51.83494,2.360095,-1.167216,-1.145391,365.2308
0.9,0.003981072,62.57821,2.685048,-1.445376,-1.316744,364.2595
0.9,0.003162278,71.50974,2.955204,-1.676631,-1.459196,363.4538
0.9,0.002511886,78.88018,3.178144,-1.867469,-1.576747,362.79
0.9,0.001995262,84.9042,3.360358,-2.023446,-1.672822,362.2483
0.9,0.001584893,89.81174,3.508802,-2.150515,-1.75109,361.8076
0.9,0.001258925,93.79015,3.629142,-2.253528,-1.814539,361.4506
0.9,0.001,96.9969,3.726141,-2.33656,-1.865681,361.1631
1,100,20.195,0,0,0,367.7775
1,79.43282,20.195,0,0,0,367.7775
1,63.09573,20.195,0,0,0,367.7775
1,50.11872,20.195,0,0,0,367.7775
1,39.81072,20.195,0,0,0,367.7775
1,31.62278,20.195,0,0,0,367.7775
1,25.11886,20.195,0,0,0,367.7775
1,19.95262,20.195,0,0,0,367.7775
1,15.84893,20.195,0,0,0,367.7775
1,12.58925,20.195,0,0,0,367.7775
1,10,20.195,0,0,0,367.7775
1,7.943282,20.195,0,0,0,367.7775
1,6.309573,20.195,0,0,0,367.7775
1,5.011872,20.195,0,0,0,367.7775
1,3.981072,16.29274,0,0.07626073,0,368.1537
1,3.162278,8.080835,0,0.2367435,0,368.9465
1,2.511886,1.557888,0,0.3642195,0,369.5774
1,1.995262,-3.38349,0.01196363,0.454871,0,370.0632
1,1.584893,-6.624259,0.05558083,0.4966345,0,370.4039
1,1.258925,-9.201115,0.09009655,0.5299242,0,370.675
1,1,-11.24379,0.1177226,0.5561817,0,370.8901
1,0.7943282,-12.87017,0.1394759,0.5772079,0,371.0613
1,0.6309573,-14.16244,0.1567353,0.5939272,0,371.1974
1,0.5011872,-15.1847,0.1706561,0.6070207,0,371.3052
1,0.3981072,-16.00017,0.1815411,0.6175743,0,371.3912
1,0.3162278,-16.64837,0.1901653,0.6259769,0,371.4594
1,0.2511886,-17.15883,0.1972358,0.6324561,0,371.5134
1,0.1995262,-17.56725,0.2027055,0.6377328,0,371.5565
1,0.1584893,-17.8921,0.2070288,0.6419432,0,371.5907
1,0.1258925,-18.1501,0.2104648,0.645286,0,371.6179
1,0.1,-18.35481,0.2132051,0.6479315,0,371.6395
1,0.07943282,-18.51704,0.215401,0.650016,0,371.6566
1,0.06309573,-18.6453,0.2171751,0.6516451,0,371.6702
1,0.05011872,-7.642858,0.5522026,0.3677415,-0.1793252,370.6583
1,0.03981072,6.600725,0.9855773,0,-0.4107806,369.3524
1,0.03162278,6.640018,0.9886602,0,-0.4150276,369.347
1,0.02511886,6.6712,0.9911127,0,-0.4184036,369.3427
1,0.01995262,6.695968,0.9930609,0,-0.4210852,369.3392
1,0.01584893,6.715643,0.9946084,0,-0.4232153,369.3365
1,0.01258925,6.731271,0.9958376,0,-0.4249073,369.3344
1,0.01,6.748679,0.9968669,-0.0001131952,-0.4262709,369.3322
1,0.007943282,23.35328,1.498804,-0.4298898,-0.6910952,367.817
1,0.006309573,41.13248,2.036542,-0.8902094,-0.9746617,366.2008
1,0.005011872,55.2612,2.463871,-1.256015,-1.200006,364.9209
1,0.003981072,66.47494,2.803034,-1.546349,-1.378857,363.9079
1,0.003162278,75.39106,3.072706,-1.777196,-1.521064,363.1042
1,0.002511886,82.468,3.28675,-1.960424,-1.633936,362.4674
1,0.001995262,88.09554,3.456958,-2.106126,-1.723692,361.9617
1,0.001584893,92.56039,3.591999,-2.221725,-1.794903,361.561
1,0.001258925,96.10739,3.699279,-2.31356,-1.851476,361.2429
1,0.001,98.92485,3.784494,-2.386507,-1.896412,360.9904
